Education Field,Program Name,County,Municipality,Multiple Municipalities,YH Points,Provider Admin Unit,Case Number,Year,Study Weeks,Study Years
Hälso- Och Sjukvård Samt Socialt Arbete,"Skötare I Psykiatrisk Verksamhet För Barn, Unga Och Vuxna",Dalarna,Säter,0,400,"Region Dalarna, Psykiatrins Utvecklingsenhet",MYH 2020/4688,2020,80,1.54
Hälso- Och Sjukvård Samt Socialt Arbete,Socialpedagog,Jämtland,Östersund,0,400,Folkuniversitetet – Kursverksamheten Vid Umeå Universitet,MYH 2020/5348,2020,80,1.54
Hälso- Och Sjukvård Samt Socialt Arbete,Socialpedagog Med Särskild Kompetens Inom Kbt,Halland,Halmstad,0,400,Sverigehälsan Ab,MYH 2020/5571,2020,80,1.54
Hälso- Och Sjukvård Samt Socialt Arbete,Specialist Undersköterska - Palliativ Vård,Jönköping,Jönköping,0,210,Tuc Sweden Ab - Yrkeshögskola,MYH 2020/4942,2020,42,0.81
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska - Äldre Och Välfärdsteknik,Flera Kommuner,Flera Kommuner,1,200,"Oskarshamns Kommun, Nova Utbildning, Fou & Affärsutveckling",MYH 2020/5341,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Anestesi- Och Operationssjukvård,Östergötland,Linköping,0,200,Östsvenska Yrkeshögskolan Ab,MYH 2020/5006,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Barn Och Ungdomssjukvård,Kronoberg,Växjö,0,200,"Region Kronoberg, Yh Region Kronoberg",MYH 2020/4572,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Inom Barnsjukvård,Västernorrland,Sundsvall,0,210,"Sundsvalls Kommun, Vuxenutbildningen",MYH 2020/5202,2020,42,0.81
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Inom Kvalificerad Sjukvård,Skåne,Båstad,0,200,Båstad Kommun Akademi Båstad,MYH 2020/5828,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Inom Multisjukdom Hos Äldre,Blekinge,Karlskrona,0,210,Hermods Ab Karlskrona,MYH 2020/4566,2020,42,0.81
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Inom Psykiatri,Västerbotten,Skellefteå,0,200,Lernia Utbildning Ab,MYH 2020/5143,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Inriktning Palliativ Vård,Blekinge,Karlskrona,0,210,Hermods Ab Karlskrona,MYH 2020/4565,2020,42,0.81
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Med Neuropsykiatrikompetens,Uppsala,Uppsala,0,225,Yrkesakademin Yh Ab,MYH 2020/5379,2020,45,0.87
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Multisjuka Äldre,Östergötland,Linköping,0,200,Kompetensutvecklingsinstitutet Sverige Ab,MYH 2020/4065,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Multisjuka Äldre,Norrbotten,Piteå,0,200,Medlearn Ab,MYH 2020/4936,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Psykiatri,Flera Kommuner,Flera Kommuner,1,200,Kompetensutvecklingsinstitutet Sverige Ab,MYH 2020/5757,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Psykiatrisk Verksamhet,Flera Kommuner,Flera Kommuner,1,220,Hermods Ab Östersund,MYH 2020/4485,2020,44,0.85
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistutbildad Undersköterska Akutsjukvård,Flera Kommuner,Flera Kommuner,1,200,"Göteborgs Stad, Yrgo",MYH 2020/5460,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistutbildad Undersköterska Inom Demens,Skåne,Lund,0,200,Consensum Yh Lund,MYH 2020/5507,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistutbildad Undersköterska Inom Psykisk Ohälsa,Stockholm,Sollentuna,0,200,Consensum Yh Sollentuna,MYH 2020/4772,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistutbildad Undersköterska/Stödassistent Inom Välfärdsteknologi,Västra Götaland,Skövde,0,100,"Skövde Kommun, Skövde Yrkeshögskola",MYH 2020/5350,2020,20,0.38
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog,Blekinge,Karlskrona,0,200,Hermods Ab Karlskrona,MYH 2020/4563,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog,Skåne,Landskrona,0,200,"Landskrona Stad, Yrkeshögskolan Landskrona",MYH 2020/5423,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog,Västerbotten,Skellefteå,0,200,Skellefteå Kommun Vuxenutbildningen,MYH 2020/3730,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog,Västmanland,Arboga,0,200,"Arboga Kommun, Vuxenutbildningen",MYH 2020/5059,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog,Västra Götaland,Borås,0,200,Borås Stad - Borås Yrkeshögskola,MYH 2020/5494,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog,Västra Götaland,Skövde,0,200,"Skövde Kommun, Skövde Yrkeshögskola",MYH 2020/5058,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog,Flera Kommuner,Flera Kommuner,1,200,Kompetensutvecklingsinstitutet Sverige Ab,MYH 2020/4378,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog,Skåne,Malmö,0,200,Kompetensutvecklingsinstitutet Sverige Ab,MYH 2020/4379,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog Inom Funktionshinderområdet,Skåne,Simrishamn,0,200,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,MYH 2020/4613,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog Inom Funktionshinderområdet,Västra Götaland,Uddevalla,0,200,"Uddevalla Kommun, Vuxenutbildningen",MYH 2020/4314,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog Inom Funktionshinderområdet,Östergötland,Söderköping,0,200,Östsvenska Yrkeshögskolan Ab,MYH 2020/4987,2020,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Kronoberg,Växjö,0,325,"Region Kronoberg, Yh Region Kronoberg",MYH 2020/4564,2020,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Skåne,Kristianstad,0,325,"Kristianstad Kommun, Vuxenutbildningen",MYH 2020/4983,2020,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Skåne,Lund,0,325,Plushögskolan Ab - Vårdyrkeshögskolan,MYH 2020/4440,2020,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Södermanland,Nyköping,0,325,Campus Nyköping,MYH 2020/4776,2020,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Uppsala,Uppsala,0,325,Folkuniversitetet - Stiftelsen Kursverksamheten Vid Uppsala Universitetet,MYH 2020/5400,2020,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Värmland,Karlstad,0,325,Plushögskolan Ab - Vårdyrkeshögskolan,MYH 2020/4475,2020,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Västerbotten,Umeå,0,325,Umevux,MYH 2020/5884,2020,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Dalarna,Falun,0,325,Folkuniversitetet - Stiftelsen Kursverksamheten Vid Uppsala Universitetet,MYH 2020/4229,2020,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Stockholm,Solna,0,325,Svensk Vård Och Kompetensutveckling I Stockholm Ab,MYH 2020/5457,2020,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Välfärdstekniksamordnare,Stockholm,Solna,0,100,Nackademin Ab,MYH 2020/5360,2020,20,0.38
Journalistik Och Information,Digital Marketing/Growth Manager,Stockholm,Solna,0,400,Nackademin Ab,MYH 2020/5281,2020,80,1.54
Journalistik Och Information,Operativ Digital Kommunikatör,Flera Kommuner,Flera Kommuner,1,300,Lidköpings Kommun Campus Lidköping,MYH 2020/4590,2020,60,1.15
Journalistik Och Information,Social Media Manager,Stockholm,Solna,0,310,Nackademin Ab,MYH 2020/5272,2020,62,1.19
Journalistik Och Information,Teknikinformatör,Kronoberg,Växjö,0,230,Ec Utbildning Ab Växjö,MYH 2020/5557,2020,46,0.88
Journalistik Och Information,Teknikinformatör,Skåne,Malmö,0,220,Hermods Ab Malmö,MYH 2020/3803,2020,44,0.85
Journalistik Och Information,Webbkommunikatör Sociala Medier,Västra Götaland,Göteborg,0,400,Medieinstitutet I Sverige Ab,MYH 2020/5713,2020,80,1.54
Juridik,Dokumentcontroller / Registrator,Stockholm,Botkyrka,0,200,"Botkyrka Kommun, Xenter Botkyrka",MYH 2020/4992,2020,40,0.77
Juridik,Paralegal,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2020/5404,2020,80,1.54
Juridik,Paralegal - Juridisk Handläggare,Västernorrland,Sundsvall,0,400,"Sundsvalls Kommun, Vuxenutbildningen",MYH 2020/5066,2020,80,1.54
"Kultur, Media Och Design",Digital Art Director Och Copywriter,Västra Götaland,Borås,0,400,Borås Stad - Borås Yrkeshögskola,MYH 2020/5767,2020,80,1.54
"Kultur, Media Och Design",Digital Content Designer,Stockholm,Stockholm,0,400,Medieinstitutet I Sverige Ab,MYH 2020/5769,2020,80,1.54
"Kultur, Media Och Design",Digital Content Designer Göteborg,Västra Götaland,Göteborg,0,400,Medieinstitutet I Sverige Ab,MYH 2020/5774,2020,80,1.54
"Kultur, Media Och Design",Digital Designer,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2020/5514,2020,80,1.54
"Kultur, Media Och Design",Digital Utbildningsproducent,Stockholm,Stockholm,0,215,Kunskap & Kompetens I Sverige Ab,MYH 2020/5516,2020,43,0.83
"Kultur, Media Och Design",Futuregames Spelartist,Flera Kommuner,Flera Kommuner,1,470,Changemaker Educations Ab,MYH 2020/5584,2020,94,1.81
"Kultur, Media Och Design",Futuregames Speldesigner,Norrbotten,Boden,0,450,Changemaker Educations Ab,MYH 2020/4846,2020,90,1.73
"Kultur, Media Och Design",Förpackningsutvecklare/-Designer,Stockholm,Solna,0,400,Nackademin Ab,MYH 2020/5311,2020,80,1.54
"Kultur, Media Och Design",Grafisk Formgivare/Tekniker,Värmland,Sunne,0,410,Sunne Kommun/Broby Grafiska,MYH 2020/4755,2020,82,1.58
"Kultur, Media Och Design",Ip Grafisk Produktion Och Form,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2020/5493,2020,80,1.54
"Kultur, Media Och Design",Kvalificerad Filmarbetare / Film Professional,Skåne,Malmö,0,400,Skurups Folkhögskoleförening,MYH 2020/4985,2020,80,1.54
"Kultur, Media Och Design",Kyrkomusiker 100%,Västernorrland,Örnsköldsvik,0,500,Föreningen Mellansels Folkhögskola,MYH 2020/5070,2020,100,1.92
"Kultur, Media Och Design",Kyrkomusiker 50%,Västernorrland,Örnsköldsvik,0,500,Föreningen Mellansels Folkhögskola,MYH 2020/5072,2020,100,1.92
"Kultur, Media Och Design",Leveldesigner,Stockholm,Stockholm,0,550,Tga Utbildning Ab,MYH 2020/4930,2020,110,2.12
"Kultur, Media Och Design",Livesändningsspecialist,Stockholm,Botkyrka,0,300,"Botkyrka Kommun, Xenter Botkyrka",MYH 2020/4996,2020,60,1.15
"Kultur, Media Och Design",Manusförfattare,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2020/5491,2020,80,1.54
"Kultur, Media Och Design",Musikmakarna - Songwriters Academy Of Sweden,Västernorrland,Örnsköldsvik,0,400,Föreningen Mellansels Folkhögskola,MYH 2020/5887,2020,80,1.54
"Kultur, Media Och Design","Playgroundsquad, Upplevelse- Och Speldesign",Dalarna,Falun,0,450,Tension Education Ab,MYH 2020/4830,2020,90,1.73
"Kultur, Media Och Design","Playgroundsquad, Upplevelse- Och Spelgrafik",Dalarna,Falun,0,450,Tension Education Ab,MYH 2020/4831,2020,90,1.73
"Kultur, Media Och Design",Producent Film Och Tv-Drama,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2020/5368,2020,80,1.54
"Kultur, Media Och Design",Projektledare Inom Möbel- Och Inredningsbranschen,Västra Götaland,Tibro,0,400,Tibro Hantverksakademi,MYH 2020/4786,2020,80,1.54
"Kultur, Media Och Design",Spelgrafiker,Stockholm,Stockholm,0,550,Tga Utbildning Ab,MYH 2020/4931,2020,110,2.12
"Kultur, Media Och Design",Vfx-Artist,Stockholm,Botkyrka,0,500,"Botkyrka Kommun, Xenter Botkyrka",MYH 2020/4999,2020,100,1.92
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Agrotekniker,Västra Götaland,Skara,0,400,"Västra Götalands Läns Landsting, Biologiska Yrkeshögskolan I Skara - Bys",MYH 2020/5446,2020,80,1.54
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Akvaponiingenjör,Stockholm,Norrtälje,0,400,Väddö Folkhögskola,MYH 2020/5009,2020,80,1.54
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Arborist,Skåne,Staffanstorp,0,400,Hvilan Utbildning Ab,MYH 2020/4912,2020,80,1.54
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beridarutbildning,Skåne,Lund,0,600,Flyinge Ab,MYH 2020/5186,2020,120,2.31
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Driftledare Lantbruk,Östergötland,Linköping,0,200,Östergötlands Läns Landsting  - Vreta Utbildingscentrum,MYH 2020/5474,2020,40,0.77
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Hovslagare,Västra Götaland,Skara,0,600,"Västra Götalands Läns Landsting, Biologiska Yrkeshögskolan I Skara - Bys",MYH 2020/5289,2020,120,2.31
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Hovslagarutbildning,Skåne,Eslöv,0,600,Flyinge Ab,MYH 2020/4782,2020,120,2.31
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Klövvårdare,Västra Götaland,Skara,0,200,"Västra Götalands Läns Landsting, Biologiska Yrkeshögskolan I Skara - Bys",MYH 2020/5260,2020,40,0.77
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Kvalificerad Djurvårdare - Nivå 2,Västra Götaland,Skara,0,300,"Västra Götalands Läns Landsting, Biologiska Yrkeshögskolan I Skara - Bys",MYH 2020/5328,2020,60,1.15
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Kvalificerad Tilläggsutbildning För Yrkesverksam Hovslagare,Skåne,Lund,0,200,Flyinge Ab,MYH 2020/4781,2020,40,0.77
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Kvalificerad Tilläggsutbildning För Yrkesverksam Hovslagare,Västra Götaland,Skara,0,200,"Västra Götalands Läns Landsting, Biologiska Yrkeshögskolan I Skara - Bys",MYH 2020/5282,2020,40,0.77
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Kvalificerad Trädgårdsmästare – Hållbar Utemiljöförvaltning,Skåne,Båstad,0,300,Båstad Kommun Akademi Båstad,MYH 2020/5668,2020,60,1.15
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Praktisk Skogs- Och Naturvårdare,Skåne,Staffanstorp,0,400,Hvilan Utbildning Ab,MYH 2020/4914,2020,80,1.54
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Ridlärare,Östergötland,Linköping,0,400,Östergötlands Läns Landsting  - Vreta Utbildingscentrum,MYH 2020/4375,2020,80,1.54
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Skogsbrukstekniker,Jämtland,Krokom,0,300,Dille Gård Ab,MYH 2020/5303,2020,60,1.15
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Skogsplanerare,Östergötland,Linköping,0,200,Östergötlands Läns Landsting  - Vreta Utbildingscentrum,MYH 2020/5478,2020,40,0.77
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Trädgårdsmästare - Skötsel Och Underhåll Av Utemiljö,Stockholm,Nynäshamn,0,400,Campus Nynäshamn,MYH 2020/5421,2020,80,1.54
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Verksamhetsledare Inom Hästrelaterade Näringar,Västra Götaland,Skara,0,200,"Västra Götalands Läns Landsting, Biologiska Yrkeshögskolan I Skara - Bys",MYH 2020/5394,2020,40,0.77
Pedagogik Och Undervisning,Lärarassistent Med Specialisering Inom Integration,Norrbotten,Piteå,0,300,Lernia Utbildning Ab,MYH 2020/5104,2020,60,1.15
Pedagogik Och Undervisning,Lärarassistent Med Specialisering Inom Integration,Skåne,Malmö,0,300,Lernia Utbildning Ab,MYH 2020/5101,2020,60,1.15
Pedagogik Och Undervisning,Lärarassistent Med Specialisering Inom Integration,Stockholm,Stockholm,0,300,Lernia Utbildning Ab,MYH 2020/5106,2020,60,1.15
Pedagogik Och Undervisning,Specialistbarnskötare,Södermanland,Nyköping,0,200,Campus Nyköping,MYH 2020/4465,2020,40,0.77
Pedagogik Och Undervisning,Specialistbarnskötare Språkutveckling,Västra Götaland,Göteborg,0,200,"Göteborgs Stad, Yrgo",MYH 2020/5683,2020,40,0.77
Pedagogik Och Undervisning,Specialistutbildad Barnskötare Med Inriktning Språkutveckling,Skåne,Malmö,0,200,Malmö Stad Yrkeshögskolan Malmö,MYH 2020/5275,2020,40,0.77
Pedagogik Och Undervisning,Trafiklärare,Jönköping,Jönköping,0,300,Jönköpings Kommun,MYH 2020/4965,2020,60,1.15
Pedagogik Och Undervisning,Trafiklärare,Stockholm,Botkyrka,0,300,"Botkyrka Kommun, Xenter Botkyrka",MYH 2020/4997,2020,60,1.15
Pedagogik Och Undervisning,Trafiklärare,Flera Kommuner,Flera Kommuner,1,300,Yrkesakademin Yh Ab,MYH 2020/3660,2020,60,1.15
Pedagogik Och Undervisning,Trafiklärare,Östergötland,Norrköping,0,300,Yrkesakademin Yh Ab,MYH 2020/3659,2020,60,1.15
Pedagogik Och Undervisning,Trafiklärarutbildning,Halland,Kungsbacka,0,300,Utbildarna I Helsingborg Ab,MYH 2020/4879,2020,60,1.15
Samhällsbyggnad Och Byggteknik,"3D-Artist – Arkitektur, Inredningar Och Produkter",Jönköping,Eksjö,0,400,Tekniska Högskolan I Jönköping Ab,MYH 2020/5479,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Abonnentingenjör,Flera Kommuner,Flera Kommuner,1,410,Stiftelsen Yrkeshögskolan Sverige,MYH 2020/5332,2020,82,1.58
Samhällsbyggnad Och Byggteknik,Anläggningsingenjör - Infrastruktur,Skåne,Malmö,0,400,Hermods Ab Malmö,MYH 2020/3788,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Anläggningsingenjör - Infrastruktur,Örebro,Örebro,0,400,Hermods Ab Örebro,MYH 2020/4002,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Anläggningsingenjör Järnväg,Örebro,Örebro,0,400,Plushögskolan Ab - Teknikhögskolan,MYH 2020/5559,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Automationsingenjör,Stockholm,Stockholm,0,410,Stiftelsen Stockholms Tekniska Institut,MYH 2020/5415,2020,82,1.58
Samhällsbyggnad Och Byggteknik,Bim-Samordnare,Västerbotten,Skellefteå,0,400,Yrkesakademin Yh Ab,MYH 2020/3664,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Bygg- Och Anläggningsingenjör Produktion,Västra Götaland,Göteborg,0,415,"Göteborgs Stad, Yrgo",MYH 2020/5535,2020,83,1.6
Samhällsbyggnad Och Byggteknik,Byggledare - Bygg Och Anläggning,Östergötland,Norrköping,0,410,Östsvenska Yrkeshögskolan Ab,MYH 2020/5004,2020,82,1.58
Samhällsbyggnad Och Byggteknik,Bygglovhandläggare,Västra Götaland,Partille,0,200,"Partille Kommun, Vuxenutbildning",MYH 2020/4841,2020,40,0.77
Samhällsbyggnad Och Byggteknik,Bygglovshandläggare,Flera Kommuner,Flera Kommuner,1,400,Yrkesakademin Yh Ab,MYH 2020/5310,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Bygglovshandläggare/Byggnadsinspektör,Stockholm,Värmdö,0,300,"Värmdö Kommun, Komvux Värmdö",MYH 2020/5455,2020,60,1.15
Samhällsbyggnad Och Byggteknik,Byggnadsingenjör - Produktion,Västerbotten,Umeå,0,400,Hermods Ab Umeå,MYH 2020/3719,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Byggnadsingenjör - Produktionledning,Skåne,Hässleholm,0,400,"Hässleholms Kommun, Yrkeshögskolan Syd",MYH 2020/5026,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Byggnadsingenjör - Rot,Stockholm,Solna,0,420,Hermods Ab Stockholm,MYH 2020/4707,2020,84,1.62
Samhällsbyggnad Och Byggteknik,Byggnadsingenjör Rot,Stockholm,Solna,0,400,Nackademin Ab,MYH 2020/5241,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Byggnadsvård - Interiör Och Hantverk,Västernorrland,Kramfors,0,400,"Kramfors Kommun, Yrkeshögskolan Höga Kusten",MYH 2020/5374,2020,80,1.54
Samhällsbyggnad Och Byggteknik,"Byggproduktionsledare - Renovering, Ombyggnad, Tillbyggnad",Skåne,Malmö,0,440,Kyh Ab Malmö,MYH 2020/4602,2020,88,1.69
Samhällsbyggnad Och Byggteknik,"Byggproduktionsledare - Renovering, Ombyggnad, Tillbyggnad",Västra Götaland,Göteborg,0,440,Kyh Ab Göteborg,MYH 2020/4562,2020,88,1.69
Samhällsbyggnad Och Byggteknik,Byggproduktionsledare Rot,Flera Kommuner,Flera Kommuner,1,430,Kyh Ab,MYH 2020/4442,2020,86,1.65
Samhällsbyggnad Och Byggteknik,Byggprojektör Bim,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2020/5392,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Drift- Och Fastighetstekniker,Jönköping,Jönköping,0,300,Folkuniversitetet - Kursverksamheten Vid Stockholms Universitet,MYH 2020/5364,2020,60,1.15
Samhällsbyggnad Och Byggteknik,Drift- Och Fastighetstekniker,Stockholm,Stockholm,0,400,John Ericsson Institutet,MYH 2020/5621,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Drifttekniker,Västra Götaland,Göteborg,0,400,Jensen Education School Ab,MYH 2020/5736,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Energi- Och Fastighetstekniker,Värmland,Karlstad,0,400,Folkuniversitetet Kursverksamheten Vid Göteborgs Universitet,MYH 2020/5500,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Energispecialist Hållbara Byggnader,Flera Kommuner,Flera Kommuner,1,400,Kyh Ab,MYH 2020/4686,2020,80,1.54
Samhällsbyggnad Och Byggteknik,Energitekniker - Byggnader,Värmland,Arvika,0,420,Arvika Kommun,MYH 2020/5496,2020,84,1.62
Samhällsbyggnad Och Byggteknik,Entreprenadingenjör,Stockholm,Stockholm,0,430,Kyh Ab Stockholm,MYH 2020/4575,2020,86,1.65
Samhällsbyggnad Och Byggteknik,Fastighetsförvaltare,Jönköping,Jönköping,0,500,Folkuniversitetet - Kursverksamheten Vid Stockholms Universitet,MYH 2020/5366,2020,100,1.92
Samhällsbyggnad Och Byggteknik,Fastighetsförvaltare,Skåne,Malmö,0,500,Newton Kompetensutveckling Ab,MYH 2020/5123,2020,100,1.92
